ques,skill
7012,5
4990,102
2232,114
13209,113
14403,93
1390,64
13167,116
8456,96
1128,64
5402,46
1811,57
2408,47
12019,23
4837,8
7091,5
12619,18
7935,101
10626,62
10726,0
12995,9
4115,23
7415,65
8986,32
1207,64
9528,86
1341,64
1919,4
4214,2
1762,57
3916,79
14516,91
765,96
5811,106
13588,1
9185,97
2192,55
5607,47
14685,48
8403,61
11617,100
12926,30
10092,20
15441,31
582,96
5890,106
5601,3
4508,75
535,21
2970,56
2070,65
14467,54
7914,55
4208,79
10168,15
11329,47
7100,30
3368,102
13717,7
8354,61
33,39
10011,31
6031,1
9050,30
929,96
5841,106
13618,1
4096,23
7396,65
8430,56
10887,116
14409,5
1900,4
13218,30
4797,70
7051,30
4594,7
8708,0
14673,51
4172,18
9962,31
11665,117
6054,106
3000,56
5658,106
6651,96
5792,106
13872,2
5470,55
14254,67
2435,55
2958,59
11012,3
8467,59
14212,70
11956,37
13431,30
3398,102
11579,50
13169,30
3150,0
4848,8
7002,30
959,96
563,96
6363,43
13884,12
4489,75
2951,56
5223,70
11054,121
5947,101
12867,79
13564,7
4598,18
369,1
7597,95
9992,31
9193,55
5822,106
8513,67
9196,97
10096,88
2599,18
14410,5
9247,62
13080,79
7032,30
7166,30
2467,64
2059,10
12400,54
989,96
6297,106
8592,67
9626,95
2981,56
1880,38
1780,100
861,59
8363,15
9987,37
11021,65
14631,67
15195,109
8448,59
4675,93
7493,95
3379,102
11474,10
11419,74
7231,95
12699,94
1460,95
7365,95
12754,30
14911,64
13705,23
8543,67
678,59
8281,67
8878,57
14126,16
53,7
2233,18
3193,60
2890,59
3735,114
8157,31
8735,8
12532,102
7062,30
12692,54
13666,31
13624,34
12691,95
12765,44
9174,55
8797,68
2644,3
11051,28
8494,67
9889,37
6171,7
12525,62
14041,93
7261,95
2027,34
1669,97
8809,78
8573,67
1627,100
708,59
6131,56
7733,90
15176,109
3223,60
6833,62
12884,116
9045,62
12314,0
2140,96
7608,95
2460,74
12479,67
12594,54
13453,44
13392,34
9204,55
6169,18
10040,61
1055,59
659,59
1578,100
6784,62
14709,84
15361,10
2219,96
12673,54
4345,56
12430,67
5069,87
6626,119
8261,101
3329,82
872,59
5005,102
4246,50
14642,30
9232,9
3065,9
15384,115
3827,66
12860,65
3620,2
1430,57
13785,86
3584,79
1564,57
12247,67
2348,102
9528,7
2582,40
10345,0
782,21
6814,62
3715,10
3746,114
4761,92
9821,0
14739,84
826,64
4241,56
2121,96
2240,47
5099,87
4521,110
9306,79
9245,69
305,69
902,59
1936,50
10458,62
13089,9
13653,51
14410,30
15076,120
337,21
15342,10
12816,116
12890,65
5488,47
4192,56
3614,79
7843,96
15446,67
12411,67
4486,8
8820,78
3525,7
11973,70
13040,9
6844,62
9851,0
6045,86
1964,4
7325,106
7459,106
7982,110
9988,5
2008,47
10456,110
4437,8
15020,80
9509,7
1966,50
14280,41
5722,106
5496,29
11682,42
6520,86
3977,23
12062,34
14720,84
4775,3
9472,88
8049,56
10229,67
14081,97
2102,59
10765,47
4516,8
1362,57
9287,79
10407,110
3120,79
6986,7
1656,9
10701,62
10963,62
4419,75
5935,106
2514,40
3775,10
5673,106
10539,0
1600,114
12855,84
13070,9
1994,4
6369,75
10180,67
8146,110
4132,18
4467,8
12708,7
14329,54
6505,84
2551,43
1632,2
11830,34
6026,86
9636,88
4166,16
2132,59
7963,110
2789,100
7096,30
10929,47
5800,39
11526,37
15203,29
3907,21
4418,8
4845,75
6457,43
6584,84
11006,1
6341,97
2368,43
14137,5
4756,3
8030,56
12438,38
12961,79
13217,5
4497,8
5980,91
4235,8
107,43
6408,43
7072,23
4601,65
1562,64
3634,47
4754,78
43,58
8345,67
10841,55
7993,110
5409,9
11818,37
7604,69
13430,5
11052,9
14971,29
463,92
4448,8
12373,30
15210,45
9483,88
13805,67
9617,88
3208,60
14025,70
2113,59
4152,94
10607,9
373,54
12572,95
6887,98
7618,88
472,33
2585,54
4765,65
15106,109
9173,47
2805,57
2932,98
14164,121
7675,70
11519,10
7276,95
11604,42
9034,117
3423,106
6274,56
6838,98
7729,77
9647,88
3238,60
12498,38
6933,106
11363,113
12079,54
6671,106
3180,55
6435,95
6468,43
8985,117
3441,96
7648,88
6729,47
8405,67
8842,68
12615,34
14976,120
10834,28
4593,79
2573,57
11035,18
5047,20
4749,97
5084,87
12828,34
8554,15
6479,57
8793,68
12007,70
9154,47
2786,57
241,113
13823,70
5595,10
232,64
829,54
6701,106
4822,23
11426,61
12284,55
7136,34
9290,56
391,57
11690,70
570,59
10979,15
3797,0
9702,0
12484,116
6372,52
14894,64
6914,106
3438,67
5114,87
8925,79
9563,107
13355,86
7629,88
14957,120
8823,68
15172,45
14473,7
488,111
9781,0
11775,70
11016,18
4156,54
14309,84
14801,85
817,57
9862,110
440,70
7465,101
11988,70
15302,10
9732,0
10871,44
7247,107
14924,64
6944,106
11944,0
13883,97
6567,119
6682,106
5144,87
14987,120
9271,56
372,57
8853,68
4343,38
5322,93
4436,0
15253,10
3577,10
3778,0
10748,95
6835,55
14875,64
6895,106
12418,4
761,17
2423,102
3672,18
13281,113
9762,0
11897,9
14787,1
6090,86
11580,73
14868,24
12934,5
2815,74
7163,5
11456,37
2061,100
13360,113
15065,80
1133,10
9875,62
9713,0
5310,96
3854,116
15167,64
6041,86
12684,15
7362,107
6737,18
11393,102
1212,10
13223,0
1492,64
8357,106
1767,40
11409,83
3558,10
4530,106
3759,0
13181,3
10569,106
10710,45
13024,56
13098,5
12184,79
5338,50
13304,110
6714,7
3519,18
3078,16
14539,91
15035,29
12357,7
1163,10
1705,64
6020,84
6369,9
13716,54
5340,96
8127,31
3884,116
5474,96
5534,110
6492,79
7144,5
10840,47
2975,39
6450,82
10275,9
12570,7
13690,1
2515,54
2716,44
14452,95
13125,0
8722,96
2473,57
5291,96
7564,69
1815,57
11853,100
7302,69
12269,15
4308,70
7095,5
14569,91
10895,104
13586,65
1996,105
3030,96
7419,65
10652,117
2009,44
13341,5
7174,5
11293,113
7308,5
12050,92
4400,9
11191,102
3500,18
11325,102
14520,91
9069,32
13840,103
103,43
2324,55
3444,86
1424,64
2503,57
8229,55
13812,4
8609,47
2764,98
10367,69
6991,5
441,38
6891,67
3997,6
4219,82
11244,113
8231,101
4513,71
11404,102
13291,9
13322,113
14599,91
283,95
12394,23
10038,15
10373,5
4826,9
6565,18
11033,51
8939,43
1174,10
10711,0
13488,1
2824,4
13567,65
13622,1
13727,54
5265,56
7400,65
9513,86
5399,56
10774,56
13902,55
5545,110
3451,102
13800,7
8657,101
10952,62
10286,9
4367,74
5924,106
368,31
313,95
13838,12
2305,55
3747,100
5519,57
7613,65
11864,100
13435,30
3006,102
10045,31
4852,8
12896,18
10339,20
6600,96
6431,95
13597,65
11114,16
5429,56
1934,4
6824,26
7347,30
4193,79
11700,113
7085,30
11304,113
12990,30
14270,50
9996,31
1042,96
4867,23
5954,106
5491,116
3034,56
14085,4
9200,97
174,57
6146,47
8185,119
10072,26
4186,39
12648,37
9117,62
5581,9
10452,18
14062,20
7243,94
7895,20
11255,113
3404,40
13528,86
4684,23
3101,2
13844,63
5905,106
9413,97
3728,100
14344,120
8452,59
7115,30
7497,95
3383,102
11382,73
7,1
1072,96
5480,78
70,57
10364,26
11995,7
11162,6
14295,120
14469,7
6967,51
9147,62
11912,9
13651,18
7273,94
13233,30
7462,30
7066,30
11722,114
12696,54
14312,23
3131,2
13948,12
627,96
11317,65
6169,7
12074,7
1914,38
8397,15
14372,90
6041,7
4033,39
7978,31
9098,62
11412,73
3869,116
7224,94
6484,55
2848,64
13390,98
10014,34
8577,67
46,6
12842,0
4165,114
5500,70
5641,9
8191,31
3948,116
4545,106
12902,51
8089,20
3161,2
12483,67
134,55
3945,47
1944,38
14299,67
6756,110
14478,69
8168,20
4362,106
2617,23
2039,46
12677,54
7025,5
3838,106
12198,56
1004,59
219,18
742,59
1895,38
6867,62
6022,7
1141,64
3436,62
6242,10
1080,54
7508,95
7145,43
9079,62
7246,95
2012,34
7802,47
12150,15
12251,67
12351,5
14285,24
4954,102
5229,78
6148,82
4243,47
14584,91
6101,7
3429,59
14105,93
6978,51
3750,114
8172,31
2253,96
12165,0
830,64
4567,107
2024,44
11587,23
7055,5
1647,57
3942,55
12464,67
12781,3
12228,56
1034,59
13001,6
15095,14
772,59
1925,38
4905,102
2723,18
10562,0
14459,32
9266,9
2406,82
1110,54
4720,56
5432,33
1726,57
11349,87
2598,23
1464,57
7006,5
7749,49
14614,91
985,59
1508,100
5333,27
8246,101
723,59
11876,18
13318,100
6848,62
8450,96
1122,64
12013,23
13632,110
5846,23
4275,56
12756,67
12494,67
7783,47
1415,57
2433,40
13765,1
6927,62
11827,18
13942,61
793,10
10330,0
6524,86
2892,96
13241,1
7878,55
14724,84
10233,67
7776,44
14708,76
1494,57
4226,56
7036,5
5640,39
2445,50
11631,42
4886,102
4523,50
5939,106
2448,55
6878,62
10543,0
2186,55
1850,106
13674,4
1445,57
4296,7
13019,9
3979,71
5756,106
13533,1
5131,54
7908,55
9928,77
13711,7
4256,56
5772,50
8623,37
11677,50
14151,50
2442,102
5408,39
5835,106
5969,106
4090,23
11010,1
8424,56
5707,106
13484,1
237,34
1894,4
7859,55
11147,6
13227,79
10214,67
4501,8
5621,39
11356,116
10948,62
9377,95
874,96
693,21
5786,106
11034,65
612,96
4404,75
5920,106
2585,43
11107,55
188,34
10293,67
10835,121
13044,79
5193,6
6996,30
191,39
7997,110
7130,30
12243,30
13396,9
691,96
4483,75
11040,1
15214,45
5737,106
12743,87
4978,54
7889,55
9487,88
13257,79
7553,69
10244,67
13312,15
7687,69
11658,50
10436,8
6234,94
904,96
4173,34
5293,65
2354,2
4434,75
4830,75
3675,23
4635,65
5688,106
2197,55
9640,37
7160,30
8280,61
8717,62
10795,62
6144,56
15189,109
5767,106
10808,1
4941,27
7583,69
12502,38
7111,30
3506,106
3143,54
7372,34
6484,97
672,96
5894,66
8275,67
8872,57
9948,45
8409,67
11343,15
12779,23
9207,47
15140,109
9353,101
65,61
14793,1
7310,95
3122,116
9068,117
9388,95
2497,64
6289,43
8488,67
8644,55
623,59
6165,7
15091,109
11674,7
9158,47
3272,60
3814,114
13569,34
12509,54
12595,94
13412,87
8701,67
15225,45
8640,57
574,59
4311,102
11625,7
11449,10
10389,30
11509,61
12180,0
10669,84
10688,97
12064,54
13418,23
1049,59
7659,77
3941,47
10947,28
13899,30
248,10
9334,101
10767,97
5063,87
7291,95
12162,67
8772,68
866,59
544,8
3672,7
604,59
14470,4
15306,10
9547,101
15378,115
3253,60
2164,96
7587,93
10856,31
14667,23
13115,106
13156,107
6948,106
9128,117
10759,98
6571,119
6368,56
3709,10
11312,18
11909,8
9815,0
2115,96
7638,31
10752,95
11053,23
11375,74
11564,10
3133,79
10576,98
14024,38
9896,110
4607,113
634,59
6957,47
7499,101
15479,59
9,7
11062,28
4257,0
3283,60
3861,0
9766,0
15336,10
10905,44
7474,44
1106,54
13260,56
12501,4
14177,24
6601,119
4581,97
11460,37
12941,47
2344,40
847,59
6136,19
12101,70
9845,0
4470,0
9382,10
14671,7
15287,10
11118,44
2145,96
7453,106
11319,34
10460,44
7232,107
3559,79
6869,55
4271,56
12452,4
9939,49
11414,42
2515,43
15366,10
9796,0
5393,96
15238,10
11614,73
3546,2
6631,119
13028,56
8914,26
10557,98
1094,57
5664,101
5342,50
5865,91
6718,7
14225,41
14300,110
3526,23
3641,10
15317,10
9747,0
13107,56
11106,47
7193,7
9567,69
14157,28
7834,40
11344,104
9826,0
14456,95
3477,23
15268,10
15414,64
12797,15
13977,97
7568,69
15391,80
4412,8
4453,9
10143,121
210,94
485,70
1197,10
5509,55
15347,10
6233,86
4791,4
11136,47
12512,4
13854,111
10915,48
8895,26
4184,6
12054,92
14248,38
101,43
12332,73
14426,44
6005,84
1294,64
2373,57
7681,67
2507,57
13424,5
8613,47
14048,98
6995,5
7410,18
3308,79
6959,82
4383,71
11274,102
12683,7
2086,0
14865,91
15233,29
1227,10
12641,10
4284,65
3183,47
5318,56
6001,86
14074,6
14504,85
2107,59
8012,59
8791,26
2241,59
9550,78
10601,9
4393,8
5876,91
11239,0
14021,116
12001,94
9511,86
1178,10
5397,56
1720,64
1324,64
8189,106
4631,65
14851,48
8643,47
7187,67
7421,5
13890,47
14432,101
4413,71
6309,94
1257,10
4385,9
10290,9
12792,34
6248,84
1537,64
10992,15
13877,0
2750,57
11836,111
4508,79
13641,16
11734,100
7579,69
177,51
10975,48
7202,82
4464,9
15080,29
12609,34
7917,64
8481,106
9133,32
6480,97
15057,45
15043,110
14184,120
9592,88
5459,8
5445,110
11947,100
4760,7
11551,100
4839,71
11308,113
7731,22
12024,54
2662,65
5232,2
3520,96
2339,55
10894,15
14089,4
14395,47
2719,47
11764,100
88,100
13335,30
11420,61
13817,70
14832,48
6695,106
4152,43
2622,114
9009,117
12137,116
239,3
11975,54
13398,86
7209,98
3714,46
14390,117
2418,55
13631,65
257,57
15087,45
403,111
9085,112
3911,102
11908,0
7761,22
218,65
6646,106
4767,23
5108,87
6324,55
1076,96
7081,34
9557,107
8316,15
8954,43
9989,30
12127,44
10368,26
2548,57
3145,47
4702,79
6400,50
12682,37
14862,48
13499,30
35,65
11685,113
7712,22
5419,70
185,9
14813,48
3839,54
6604,1
6676,106
10060,31
8990,117
280,54
13513,86
11138,65
11799,70
6344,47
12208,9
260,75
4649,44
7959,20
13231,107
7742,22
6742,56
1057,96
5405,27
13330,86
1948,38
3792,100
11750,70
14482,69
3723,0
11969,114
13122,56
12363,4
4162,47
14019,15
791,61
14172,28
166,9
1682,40
1145,64
8091,31
10484,106
6657,106
6731,55
504,4
8825,26
4260,97
12240,55
12355,5
14059,87
1978,38
11780,70
13975,93
1358,64
13598,106
8565,72
10301,106
2973,74
6402,1
7307,107
9019,13
7059,5
7527,110
11916,79
12568,5
8540,15
12265,4
5171,102
3930,47
6184,7
3512,59
1929,38
12526,8
8121,31
2746,31
1175,64
4724,56
4361,4
4347,106
10118,106
4144,6
7258,107
7272,5
12564,7
4988,102
6397,7
1512,100
1108,10
8436,79
13207,113
12040,7
14005,93
14401,93
1388,64
8072,31
8454,96
11883,23
207,23
1809,57
13003,54
7089,5
14563,91
4222,47
1068,59
7933,101
1202,59
14058,104
8332,106
6931,62
13158,113
1205,64
9300,9
6050,84
1339,64
5131,43
5236,96
9405,62
11834,23
1760,57
7040,5
12830,18
14514,91
4046,6
2260,114
4428,71
1019,59
5018,102
14035,93
13324,1
13866,55
11615,100
7119,5
696,79
214,39
4507,71
7817,47
8836,26
7996,49
2077,114
10090,20
4969,102
12371,83
12528,67
14204,50
9014,32
13188,113
2068,65
14437,29
2269,55
13664,42
1369,64
13146,116
7912,55
12943,16
1790,57
4555,4
13715,7
7433,57
7070,5
8627,37
11927,79
12345,67
4458,71
12378,15
5182,102
2639,39
8310,101
10705,0
746,21
4920,102
5839,106
13616,1
3005,96
4094,23
7394,65
4978,43
8428,56
13750,1
1320,64
1898,4
4419,79
5539,110
6788,26
12875,3
13896,55
14754,86
6873,70
13315,9
15469,31
4999,102
13053,9
362,31
307,95
744,96
13870,2
14629,91
2695,55
205,84
2299,55
1977,4
5210,56
7942,55
8465,96
3396,102
4846,8
8019,9
2248,9
7000,30
4488,71
14447,50
561,96
2292,52
8720,93
2949,56
8995,32
13780,1
12706,86
13389,116
13518,1
1928,4
3430,100
6818,26
5362,46
5221,70
1771,57
5381,59
9971,18
5783,39
7213,30
11473,114
13118,30
11607,114
6010,1
2527,40
4781,0
3143,43
908,96
727,21
5820,106
9194,97
350,34
2900,56
2986,96
5154,16
6618,86
2201,55
7375,65
1879,4
5198,59
7030,30
12283,104
12935,30
14633,38
10101,20
987,96
5899,106
288,95
725,96
11019,65
3636,97
5771,106
14338,120
1958,4
2414,55
5609,44
8446,59
2675,59
13410,30
3377,102
4626,18
4230,18
4827,8
8363,61
10820,121
12752,30
8698,51
2812,64
9441,95
938,96
13703,23
3971,23
8541,67
198,57
676,96
5984,106
8876,57
10392,88
51,7
1909,4
2888,59
4082,39
12530,102
4806,70
7060,30
13383,18
11850,114
10408,32
15480,31
2904,3
5158,0
5667,106
9172,55
3069,107
5801,106
8492,67
8476,59
8495,72
5437,58
7011,30
6070,1
1667,97
12800,84
8571,67
706,96
2277,26
2960,56
3975,34
8705,67
10637,13
15174,109
2656,59
8083,20
722,40
3358,102
7472,95
9043,62
7210,95
11453,10
11484,114
12981,95
9202,55
6731,97
4207,47
8522,67
14647,70
9454,47
2608,18
1097,102
3893,116
4063,39
9338,101
7041,30
3323,0
10651,32
3832,106
7175,30
11930,56
8339,67
3628,47
548,8
9868,37
8457,59
129,61
7240,95
14857,1
146,1
7413,23
949,59
4237,47
8552,67
1606,100
9949,110
8290,67
8887,57
14099,93
2638,18
3202,60
6812,62
3744,114
3336,60
8166,31
8744,8
2018,44
2756,10
7293,106
7642,31
7849,95
12293,0
12573,54
1379,57
12909,3
15465,5
9183,55
303,69
5033,102
8503,67
11060,28
638,59
9260,9
10858,79
335,21
8736,9
11513,10
12814,116
10880,97
12888,65
10632,32
11592,74
2,77
1592,57
7478,44
12409,67
12786,54
8818,78
8240,101
1636,100
717,59
851,59
12654,100
3232,60
12048,61
2149,96
7457,106
7221,95
3599,2
5127,87
10812,84
12603,54
13462,44
12897,6
10049,61
508,70
668,59
10324,0
6793,62
14718,84
3725,114
2228,96
12918,65
6369,0
12582,116
15254,64
1622,57
12439,67
5078,87
6635,119
8270,101
13473,58
13371,47
6129,18
284,69
881,59
5014,102
13068,9
3773,10
12515,62
316,21
15247,61
14306,32
10178,67
14708,12
11573,37
13794,86
4465,8
1311,57
2357,102
5948,91
9437,69
10516,62
14088,38
15442,7
7838,40
2549,43
529,21
9830,0
6024,86
1943,4
7438,106
7961,110
3806,79
10141,121
9315,79
10771,59
10927,47
3630,82
5798,39
4416,8
911,59
5701,106
6499,86
10747,116
15351,10
8028,56
12899,65
4201,56
11603,37
12637,65
13394,7
12420,67
4495,8
5615,39
10441,9
4233,8
12519,9
5652,106
9860,0
11161,106
10839,55
7991,110
10159,67
10883,98
11816,37
11554,37
3574,79
3178,79
12908,6
13428,5
4446,8
1975,50
12687,7
2090,0
5731,106
14289,41
2310,40
14729,84
6267,86
9481,88
6401,86
8058,56
9615,88
2111,59
9296,79
11505,37
311,40
10605,9
4397,8
5682,106
2669,94
4763,65
5024,106
2481,43
12417,38
3604,79
4693,6
11080,9
4476,8
5959,91
14150,50
15193,80
3421,106
9326,106
10265,62
6514,84
3460,34
14800,85
6035,86
9645,88
12496,38
5605,7
7972,110
13409,5
181,51
2917,51
5809,39
12600,95
4427,8
4468,9
6466,43
6593,84
12352,30
15084,29
12632,84
6350,97
6510,86
142,96
2833,57
9201,47
10899,55
14192,121
8039,56
9596,88
3851,40
12213,100
193,61
3116,116
9222,106
2491,64
10586,9
8638,55
10892,15
7757,77
14240,54
10616,117
5382,56
5415,4
2784,57
9152,47
10850,55
13439,5
13821,70
11768,100
11424,61
11498,10
4498,9
6234,43
12065,94
1743,26
5292,18
89,61
3217,60
5056,7
7551,93
11095,7
2122,59
8665,50
10663,84
12058,54
13830,11
4771,23
280,43
7627,88
8728,106
8384,67
9526,86
9982,100
4834,79
8700,7
9182,47
15115,109
11528,10
6261,1
13694,86
7458,23
10135,86
11986,70
11590,70
437,111
3247,60
8434,9
14922,64
808,54
6680,106
5142,87
10431,84
13846,76
14985,120
14415,4
2844,57
15158,48
12078,9
3138,9
9070,112
14015,70
11558,10
3693,2
14873,64
7746,22
5093,87
9890,110
12154,4
12795,37
3277,60
11895,9
12759,114
197,21
10995,18
6504,1
9542,43
3644,2
12233,4
7541,34
15466,56
14170,28
12095,70
419,70
1754,26
2210,40
11833,70
13008,37
15281,10
9711,0
8415,9
13783,33
14903,64
5407,75
6923,106
10252,95
233,65
6546,119
4782,23
5123,87
6339,55
6661,106
8934,79
12446,4
13230,86
9933,49
13658,38
14966,120
10824,28
11784,70
11870,73
14750,7
3556,10
5254,18
3757,0
5259,96
10567,106
6418,55
9054,117
12323,55
6712,7
9871,110
15093,80
449,70
9540,10
11238,18
9741,0
3882,116
6069,86
14933,64
6089,1
7142,5
4148,6
8361,15
9354,5
400,70
15262,10
4673,93
1915,105
10537,55
14348,84
6302,1
14669,34
13186,56
7341,107
12212,79
14884,64
7138,7
13552,113
2432,102
9534,57
6578,84
1471,64
1209,64
10650,117
6099,86
2604,34
6515,1
7931,57
13339,5
7172,5
10983,34
13743,95
386,27
13137,56
5840,91
15014,29
1908,38
12598,7
10490,101
9067,32
13838,103
5999,84
806,61
14039,93
1422,64
5555,107
8106,31
9722,0
3863,116
2762,98
5453,96
7292,43
7853,110
4336,70
12035,15
6510,7
5268,50
5791,91
13320,113
14132,28
1501,64
1093,10
6487,23
8762,106
12392,23
13952,97
13033,56
1794,57
7281,69
11073,48
12193,79
6563,18
11219,102
12864,18
14548,91
12982,10
14069,93
13620,1
5263,56
7398,65
1190,64
10846,5
6176,23
13067,54
5543,110
12045,100
596,79
7153,5
4407,71
9233,78
8259,101
14627,91
568,17
14995,29
10284,9
13016,8
210,43
5003,102
366,31
12818,23
2699,55
2303,55
7611,65
9447,37
14796,85
14474,34
11728,100
1824,57
3400,102
5580,113
12223,79
7104,5
14578,91
4492,71
11061,51
11121,102
6429,95
7126,23
12475,34
3435,96
13595,65
2590,4
5427,56
6206,23
265,100
6822,26
540,39
7183,5
1775,57
11302,113
13745,9
9994,31
10154,20
10314,9
13046,8
11334,102
14529,91
1153,10
9460,97
2333,55
9198,97
9358,86
2990,96
7379,65
13601,1
14217,4
82,100
1854,57
4404,79
11892,100
12745,16
14826,48
4388,71
11253,113
3402,40
14608,91
11091,51
4682,23
9494,95
991,96
5903,106
13842,63
14384,117
292,95
2983,56
9029,32
2284,55
14342,120
10047,15
6852,26
3959,79
3381,102
10024,31
5,1
11507,114
1070,96
12701,94
4473,71
13477,86
8296,117
8948,43
10720,0
68,57
2363,55
13576,65
5274,56
14467,7
482,111
8696,7
8300,7
13097,30
7064,30
10397,20
10961,62
11283,113
9975,31
5933,106
11315,65
322,95
3013,56
4584,23
6387,47
8395,15
9601,86
8219,55
1992,4
12636,86
13668,4
14807,48
63,100
8499,72
10357,69
13585,6
6482,55
6074,1
13507,86
11132,65
3226,56
8575,67
13842,76
6715,34
2964,56
3050,59
6338,47
14461,54
5639,9
2779,10
7094,30
10005,31
5963,106
6433,55
3043,56
14297,67
6069,7
11974,7
12657,37
14274,120
3897,116
2615,23
7045,30
12675,54
6104,1
3110,2
4667,34
12196,56
606,96
3256,56
2994,56
6106,47
9977,90
7506,95
11050,9
10035,31
7244,95
11391,73
11518,114
12115,104
14283,24
15463,106
8556,67
3427,59
10474,78
12004,7
8559,72
3748,114
8170,31
3927,116
11048,84
2760,10
10704,45
3140,2
12226,56
6414,55
3024,56
8373,67
9264,9
2404,82
4176,39
8383,31
8147,20
9107,62
3878,116
2596,23
12656,54
6085,1
7004,5
10782,86
12312,15
12177,56
983,59
1506,100
8586,67
721,59
6846,62
1120,64
8200,31
3649,0
3957,116
4554,106
4755,96
12011,23
12809,3
13466,44
7225,95
8202,77
1953,38
2390,39
395,10
1333,64
6044,84
9137,62
13922,31
8151,31
13660,31
7304,95
12686,54
7034,5
14026,93
10449,34
430,4
1013,59
4884,102
6876,62
3340,9
8216,96
12041,23
1089,54
11127,97
12839,3
122,36
13697,34
1839,57
1443,57
7811,47
12260,67
12334,16
6212,18
14593,91
1487,100
6473,59
6110,7
3553,9
6827,62
6987,51
4549,4
839,64
7845,45
12790,3
4254,56
13635,95
8621,37
13447,44
12473,67
5112,87
4534,110
14190,88
781,59
4914,102
318,69
6163,18
6906,62
13931,93
13482,1
14748,86
455,74
7857,55
6883,78
4863,56
1473,57
1607,57
12424,67
4499,8
5619,39
8255,101
14623,91
3979,9
14144,93
2427,55
6857,62
14782,84
186,34
12820,3
11108,97
3706,79
1686,57
7591,57
12503,67
10629,62
1979,50
7810,64
8963,43
4434,0
10735,0
11038,1
6533,86
6170,34
12299,8
7887,55
1082,64
14370,32
14733,84
10242,67
10925,97
383,26
1503,57
10421,69
11637,37
14414,38
140,39
5649,39
12132,16
9501,69
2003,114
5814,106
11378,42
2352,2
11774,42
3673,23
11135,55
2195,55
6121,34
13072,79
9536,26
10193,67
11211,50
2271,50
1875,50
4480,8
719,96
4511,75
10531,62
11013,65
12149,104
12551,84
591,96
4383,75
2564,43
9911,88
7109,30
5813,39
9710,34
670,96
4099,23
2483,54
3080,44
4462,75
5716,106
5978,106
10582,0
9205,47
13113,9
7868,55
9351,101
11027,121
4800,70
10223,67
686,40
11156,6
2881,100
10980,9
15311,37
4510,8
13192,9
9386,95
883,96
2495,64
5795,106
6287,43
6433,97
4614,65
2176,55
10015,37
8645,97
10698,67
4027,39
436,50
6886,79
8020,8
10186,121
7139,30
11588,50
12634,95
8303,67
8900,57
5746,106
9497,47
10416,88
3330,47
10994,65
11195,55
13266,79
7562,69
93,61
5635,9
7374,18
3090,102
4306,70
7338,95
11612,114
15197,29
4839,75
4443,75
2860,54
3939,47
7657,77
9448,47
11000,1
26,7
14140,54
8708,8
9186,47
12407,4
4057,39
7169,30
2062,10
7289,95
8684,65
12562,84
5776,106
6414,97
1521,100
3475,34
5266,4
13296,79
13989,6
11477,10
7404,18
618,40
12488,54
12890,34
3372,57
8881,57
11090,15
4087,39
5644,71
5437,7
5523,10
2328,21
12930,106
3563,2
13,51
6763,106
9177,55
9371,106
9894,110
12841,34
1028,59
1551,100
766,59
10463,38
9167,47
3281,60
12541,38
810,102
6976,106
8674,114
6599,119
7270,95
7691,88
845,59
6268,56
11120,15
12099,70
583,59
6488,59
14669,7
15179,109
15285,10
3244,114
7451,106
7566,93
3593,2
3538,66
13758,86
4773,84
62,64
4269,56
9341,55
6550,119
9938,45
12073,54
15051,45
14266,4
9459,47
13055,114
11654,70
12659,114
12733,100
9794,0
13908,30
243,75
6148,75
14188,84
10671,44
3544,2
1354,57
6629,119
6381,54
7300,95
11032,23
15183,120
613,59
15315,10
3262,60
6617,1
9745,0
7756,45
10884,44
543,0
14373,22
92,64
14937,64
12480,4
9230,79
10842,47
9431,69
14678,69
7832,40
3718,10
242,8
1543,114
9824,0
15266,10
15412,64
7707,45
1862,96
4250,56
3417,18
6531,119
483,70
120,18
2095,38
3449,7
13394,51
15345,10
3669,10
9775,0
11910,9
5606,34
6519,1
7644,110
11469,37
1670,47
5844,91
1890,50
8855,30
434,70
11714,70
5557,34
7737,45
4657,6
7334,69
12461,4
3306,79
4440,8
6561,119
9935,110
15023,80
513,70
14780,93
9169,82
14356,31
2584,94
9805,0
14301,95
2845,98
11642,86
11224,98
7547,69
8923,26
6989,7
4391,8
4377,110
4432,9
189,94
1920,50
5874,91
7665,61
6228,94
1176,10
4509,0
11223,102
12596,84
15326,10
14412,84
8641,47
9379,13
12928,5
12711,7
5283,37
10550,9
6307,94
3483,18
13574,116
2528,54
9639,88
3486,23
5304,96
11732,100
7577,69
3826,91
11529,37
13201,56
4421,8
10152,121
2313,102
15004,80
15078,29
13801,51
3567,96
13305,113
8033,56
9590,88
10765,55
5443,110
11945,100
4837,71
4441,71
10924,48
11306,113
5855,91
4413,9
10318,9
14215,41
14234,54
1157,10
2778,57
14696,85
13710,54
3113,47
8025,57
4274,79
10119,65
8204,59
14830,48
15427,38
1641,59
10793,9
4392,71
14612,91
14428,41
1236,10
1778,64
3731,96
12905,34
396,33
13555,116
13951,116
9620,88
14867,88
12988,5
15464,78
4471,71
2652,39
10610,9
1074,96
274,43
12125,44
8460,106
2367,55
2890,96
5278,56
15457,38
9906,78
4873,7
4422,71
11287,113
10561,9
12003,54
6232,54
9688,84
6391,47
9462,37
